timestamp,username,status,detail
2026-08-03T20:08:25,by.suraiba,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:08:28,byherr._,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:08:31,bytayaba_,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:08:34,cakhanzada,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:08:40,call_me_faissu,following_not_visible,Could not find a visible Following button.
2026-08-03T20:08:43,callmemrbadass_,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:08:46,cana_saeed,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:08:49,cantbedeeya.__,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:08:51,cardioselective1,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:08:54,catalystpr_47,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:09:01,ceeee666,following_not_visible,Could not find a visible Following button.
2026-08-03T20:09:04,ch_abdulrehman.gujjar,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:09:08,ch_girl.007,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:09:11,ch_humna786,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:09:14,ch_mudassar_gujjar333,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:09:17,ch_rohan,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:09:20,ch_shahzainali_2616,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:09:23,ch_sohaib_asghar,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:09:25,chaahatt__,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:09:28,chalanthoun,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:09:31,chali_0099,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:09:33,chaos.in.a.life,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:09:36,chartswithhina,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:09:39,chatpatibaddiewfreakyantics,unfollowed,Unfollow confirmation clicked.
2026-08-03T20:09:42,chattherapist.b,unfollowed,Unfollow confirmation clicked.
